0_2_A_X,0_2_A_Y,0_5_A_X,0_5_A_Y,1_0_A_X,1_0_A_Y,2_0_A_X,2_0_A_Y,3_0_A_X,3_0_A_Y,5_0_A_X,5_0_A_Y
0.0015748031496063408,4.176344086021505,0.0015748031496063408,4.174193548387096,0.0015748031496063408,4.174193548387096,0.003149606299212654,4.09247311827957,0.004724409448818939,4.073118279569893,0.0015748031496063408,3.9913978494623654
0.017322834645669333,4.129032258064516,0.015748031496063047,4.126881720430108,0.015748031496063047,4.118279569892473,0.02362204724409453,4.030107526881721,0.017322834645669333,4.01505376344086,0.017322834645669333,3.935483870967742
0.03779527559055121,4.088172043010752,0.029921259842519726,4.081720430107527,0.033070866141732325,4.068817204301075,0.0503937007874016,3.9763440860215056,0.03779527559055121,3.9612903225806453,0.03149606299212604,3.8946236559139784
0.06456692913385831,4.06236559139785,0.047244094488189003,4.053763440860215,0.056692913385826826,4.027956989247312,0.0834645669291339,3.9483870967741934,0.06456692913385831,3.9204301075268817,0.056692913385826826,3.8473118279569896
0.09763779527559063,4.047311827956989,0.0771653543307087,4.036559139784946,0.08661417322834647,4.004301075268817,0.12755905511811028,3.924731182795699,0.1007874015748032,3.8881720430107527,0.08031496062992133,3.8150537634408606
0.13543307086614176,4.038709677419355,0.11811023622047251,4.021505376344086,0.1307086614173229,3.989247311827957,0.1669291338582678,3.8989247311827957,0.14015748031496067,3.8645161290322583,0.1196850393700788,3.7827956989247316
0.16535433070866146,4.021505376344086,0.15748031496062997,4.006451612903226,0.16535433070866146,3.9612903225806453,0.20157480314960635,3.860215053763441,0.17480314960629928,3.8365591397849466,0.15590551181102363,3.7612903225806456
0.19685039370078744,4.004301075268817,0.18740157480314967,3.9827956989247313,0.19685039370078744,3.9311827956989247,0.24566929133858273,3.8193548387096774,0.21417322834645675,3.8000000000000003,0.19842519685039378,3.731182795698925
0.23779527559055125,3.9698924731182794,0.22677165354330714,3.9548387096774196,0.23622047244094496,3.8946236559139784,0.294488188976378,3.7806451612903227,0.24566929133858273,3.767741935483871,0.2299212598425197,3.69247311827957
0.27401574803149614,3.9290322580645163,0.2645669291338583,3.913978494623656,0.27401574803149614,3.8580645161290326,0.33228346456692914,3.7333333333333334,0.278740157480315,3.731182795698925,0.2708661417322835,3.6623655913978497
0.3086614173228347,3.8967741935483873,0.29921259842519693,3.8774193548387097,0.31181102362204727,3.8215053763440863,0.3732283464566929,3.6946236559139787,0.31181102362204727,3.7010752688172044,0.29921259842519693,3.617204301075269
0.3464566929133859,3.8559139784946237,0.3291338582677166,3.8473118279569896,0.34960629921259845,3.7827956989247316,0.41417322834645676,3.660215053763441,0.34173228346456697,3.6623655913978497,0.3338582677165355,3.5827956989247314
0.3826771653543307,3.8258064516129036,0.3653543307086614,3.8107526881720433,0.3905511811023622,3.752688172043011,0.4677165354330709,3.612903225806452,0.3826771653543307,3.6301075268817207,0.37007874015748043,3.541935483870968
0.41417322834645676,3.795698924731183,0.40944881889763785,3.778494623655914,0.42204724409448824,3.729032258064516,0.510236220472441,3.574193548387097,0.420472440944882,3.589247311827957,0.40629921259842516,3.5075268817204304
0.4503937007874016,3.7655913978494624,0.45196850393700794,3.746236559139785,0.4582677165354331,3.698924731182796,0.541732283464567,3.546236559139785,0.4598425196850394,3.5548387096774197,0.44409448818897646,3.4688172043010757
0.49133858267716546,3.7376344086021507,0.4897637795275591,3.7161290322580647,0.49133858267716546,3.675268817204301,0.5858267716535434,3.5075268817204304,0.49606299212598426,3.524731182795699,0.47874015748031495,3.4365591397849466
0.5291338582677165,3.709677419354839,0.5275590551181103,3.6838709677419357,0.5196850393700787,3.649462365591398,0.6299212598425198,3.46236559139785,0.5322834645669292,3.4903225806451617,0.5149606299212599,3.406451612903226
0.5653543307086615,3.6795698924731184,0.568503937007874,3.653763440860215,0.5653543307086615,3.6043010752688174,0.6629921259842521,3.430107526881721,0.5763779527559055,3.4473118279569896,0.5511811023622049,3.3698924731182798
0.6,3.653763440860215,0.6141732283464568,3.6150537634408604,0.6031496062992127,3.567741935483871,0.7070866141732284,3.397849462365592,0.6188976377952756,3.4021505376344088,0.5952755905511812,3.3354838709677423
0.6440944881889764,3.617204301075269,0.6519685039370079,3.5763440860215057,0.6377952755905513,3.531182795698925,0.7559055118110237,3.361290322580645,0.6566929133858269,3.363440860215054,0.6425196850393701,3.2924731182795703
0.6881889763779528,3.580645161290323,0.6881889763779528,3.546236559139785,0.6771653543307087,3.4967741935483874,0.7937007874015748,3.331182795698925,0.6960629921259843,3.329032258064516,0.6866141732283465,3.255913978494624
0.7354330708661417,3.541935483870968,0.7338582677165355,3.5118279569892477,0.7196850393700789,3.4688172043010757,0.8377952755905513,3.298924731182796,0.7448818897637797,3.296774193548387,0.7354330708661417,3.221505376344086
0.7795275590551183,3.509677419354839,0.7748031496062991,3.47741935483871,0.7653543307086614,3.440860215053764,0.8724409448818897,3.245161290322581,0.7874015748031498,3.264516129032258,0.7763779527559056,3.191397849462366
0.815748031496063,3.466666666666667,0.8188976377952757,3.438709677419355,0.8078740157480315,3.4107526881720434,0.9086614173228347,3.1827956989247315,0.8346456692913387,3.225806451612904,0.8173228346456693,3.1612903225806455
0.8614173228346458,3.4215053763440864,0.8551181102362206,3.397849462365592,0.8409448818897638,3.3806451612903228,0.9385826771653543,3.1204301075268823,0.8724409448818897,3.1849462365591403,0.8614173228346458,3.1182795698924735
0.8929133858267717,3.361290322580645,0.8897637795275593,3.3462365591397853,0.8661417322834646,3.35483870967742,0.9559055118110238,3.064516129032259,0.9007874015748032,3.146236559139785,0.8976377952755907,3.075268817204302
0.9212598425196852,3.3053763440860218,0.9133858267716537,3.288172043010753,0.8929133858267717,3.3139784946236563,0.9748031496062994,3.006451612903226,0.9275590551181103,3.0881720430107533,0.9244094488188979,3.0258064516129037
0.9417322834645669,3.2516129032258068,0.9354330708661418,3.236559139784947,0.9118110236220474,3.258064516129033,1.0015748031496066,2.9182795698924737,0.9527559055118111,3.027956989247312,0.9590551181102365,2.963440860215054
0.9606299212598426,3.1978494623655918,0.9590551181102365,3.1763440860215058,0.9307086614173228,3.221505376344086,,,0.9984251968503939,2.9118279569892476,0.9826771653543309,2.898924731182796
0.9779527559055119,3.1311827956989253,0.9795275590551182,3.1096774193548393,0.9496062992125984,3.167741935483871,,,,,1,2.834408602150538
1.0015748031496066,3.053763440860216,1,3.038709677419355,0.9622047244094487,3.124731182795699,,,,,,
,,,,0.9748031496062994,3.075268817204302,,,,,,
,,,,0.9984251968503939,2.9978494623655916,,,,,,
